Movie_Duration_Min,Genre,Budget_Million,IMDb_Rating,Language,Lead_Actor_Popularity,Marketing_Spend_Million,Box_Office_Million,Director_Rating,Social_Media_Buzz,Critic_Score,Audience_Score,Franchise,Awards_Nominated,Target
116,Drama,104.4,4.3,English,14,39.9,38.2,4.8,91,5.1,7.2,Yes,9,Flop
87,Action,249.2,7.4,English,66,95.1,461.8,9.4,82,9.4,9.4,Yes,7,Hit
103,Thriller,91.7,6.0,Spanish,38,35.0,119.4,9.2,62,8.6,5.2,No,5,Hit
104,Comedy,10.8,6.3,Hindi,39,4.1,8.5,8.0,34,7.9,8.6,No,8,Hit
139,Drama,43.3,6.9,English,45,16.5,66.9,7.0,41,7.0,8.4,No,0,Hit
116,Drama,133.7,4.2,Korean,63,51.0,250.0,4.6,30,4.5,5.2,Yes,1,Flop
173,Thriller,80.5,7.0,French,95,30.7,67.3,5.9,77,6.4,7.8,Yes,0,Flop
111,Action,293.7,7.5,Hindi,52,112.1,172.6,9.2,26,4.7,5.6,No,7,Flop
115,Action,58.5,6.1,Korean,64,22.3,30.0,5.5,21,8.1,9.3,Yes,2,Flop
129,Drama,249.6,6.9,French,20,95.3,559.7,8.7,15,8.9,8.8,Yes,1,Hit
97,Thriller,277.7,5.2,Spanish,54,106.0,314.4,6.8,30,9.0,9.1,Yes,1,Hit
156,Thriller,295.7,8.8,French,74,112.9,93.4,4.8,15,7.0,8.6,No,2,Flop
92,Action,140.4,3.5,French,96,53.6,211.2,4.6,64,8.6,8.1,No,4,Hit
175,Drama,59.6,8.0,Hindi,43,22.8,132.0,5.9,34,7.6,8.1,No,3,Hit
160,Comedy,215.9,8.9,Spanish,12,82.4,197.0,6.3,13,7.8,4.0,No,4,Flop
120,Comedy,206.7,9.4,Hindi,18,78.9,410.1,8.9,30,7.0,7.6,No,2,Hit
95,Comedy,148.4,6.8,French,33,56.7,194.2,5.1,35,4.4,4.7,Yes,7,Flop
83,Drama,24.4,6.6,Spanish,4,9.3,17.2,4.1,32,4.3,4.1,Yes,6,Flop
94,Thriller,109.6,5.6,English,71,41.8,230.1,9.5,50,7.2,5.7,Yes,9,Hit
125,Romance,60.9,8.5,Spanish,6,23.3,67.1,7.1,13,7.4,4.9,Yes,4,Hit
120,Action,169.9,7.0,Hindi,79,64.9,366.1,7.5,85,5.7,6.4,Yes,8,Hit
115,Thriller,134.3,5.9,Spanish,27,51.3,127.3,4.4,84,6.6,9.2,No,9,Flop
147,Action,75.0,5.6,Spanish,88,28.6,50.5,7.0,50,7.8,9.3,Yes,9,Flop
142,Drama,151.7,8.6,Hindi,21,57.9,113.5,6.8,67,5.1,5.6,Yes,5,Flop
107,Action,137.2,4.3,French,47,52.4,259.3,6.6,78,5.0,4.1,Yes,5,Flop
97,Romance,83.4,8.9,English,96,31.8,161.5,9.0,32,6.2,4.1,No,3,Hit
80,Drama,293.9,4.5,Hindi,40,112.2,280.4,4.4,77,4.9,6.7,No,5,Flop
85,Romance,261.5,7.0,English,94,99.8,393.3,4.0,26,4.8,5.4,No,4,Flop
152,Romance,156.4,8.5,French,53,59.7,56.8,6.6,34,4.3,4.6,No,4,Flop
157,Thriller,131.2,4.8,French,14,50.1,139.9,4.9,84,7.8,5.0,Yes,0,Hit
121,Comedy,245.2,6.3,French,56,93.6,571.1,5.2,62,5.8,8.8,No,3,Hit
126,Comedy,274.6,7.4,Korean,74,104.8,293.4,4.2,76,4.3,5.0,No,8,Flop
81,Romance,199.7,3.8,Spanish,93,76.2,477.8,8.2,25,5.5,5.2,No,6,Hit
119,Comedy,34.2,7.6,Spanish,53,13.1,19.8,5.5,23,5.9,5.8,Yes,8,Flop
153,Drama,272.5,6.4,Spanish,45,104.0,358.2,6.0,33,6.0,6.8,No,5,Flop
93,Comedy,221.4,5.5,English,6,84.5,249.9,7.0,23,5.7,6.4,Yes,0,Flop
144,Thriller,257.8,7.9,Hindi,34,98.4,604.5,9.0,92,8.3,8.4,No,1,Hit
163,Action,96.9,9.4,English,82,37.0,185.8,8.1,33,6.9,4.6,No,6,Hit
101,Action,136.8,7.1,English,54,52.2,92.8,4.7,93,6.6,4.9,Yes,1,Flop
120,Drama,265.4,3.8,Spanish,73,101.3,109.8,5.8,70,9.2,6.2,No,1,Flop
100,Drama,144.9,6.2,French,9,55.3,300.0,7.5,34,9.3,4.1,Yes,1,Hit
120,Romance,224.7,4.2,French,5,85.8,531.8,8.9,63,4.1,8.3,No,5,Hit
109,Action,114.7,6.7,Hindi,82,43.8,157.0,5.6,25,9.4,4.3,No,6,Hit
158,Thriller,141.7,7.2,French,21,54.1,65.4,8.2,67,8.8,6.6,Yes,4,Flop
172,Comedy,187.8,8.2,French,46,71.7,247.9,6.3,10,5.4,8.9,No,7,Hit
112,Drama,198.3,6.5,Spanish,38,75.7,69.2,7.8,69,5.1,8.0,No,4,Flop
169,Action,261.4,8.4,Spanish,69,99.8,339.4,8.6,47,4.0,6.2,No,2,Hit
157,Action,277.5,5.1,Hindi,81,105.9,473.5,6.4,86,6.4,4.1,No,6,Flop
166,Comedy,110.0,9.4,Hindi,83,42.0,222.3,5.3,53,7.6,6.2,No,2,Hit
125,Thriller,215.9,6.6,English,95,82.4,207.2,8.5,72,6.2,6.1,Yes,8,Flop
93,Romance,7.3,3.4,Spanish,90,2.8,4.6,5.4,26,6.4,5.5,No,4,Flop
95,Romance,219.1,5.1,Spanish,1,83.6,512.2,5.4,71,6.2,6.4,Yes,8,Flop
93,Romance,238.5,7.6,English,32,91.1,587.2,7.2,27,4.9,4.7,No,0,Hit
175,Thriller,245.9,8.7,English,55,93.9,368.9,8.0,67,6.7,9.4,No,1,Hit
159,Thriller,165.5,7.1,French,55,63.2,175.3,4.7,95,6.1,5.5,Yes,4,Flop
136,Romance,205.6,8.3,Hindi,15,78.5,463.7,8.6,77,4.8,8.3,No,9,Hit
173,Drama,153.7,5.6,Korean,10,58.7,305.9,8.4,47,7.0,6.3,Yes,2,Hit
92,Thriller,232.2,4.8,Spanish,4,88.7,281.3,8.6,90,5.5,6.3,No,1,Hit
89,Thriller,15.0,4.4,Korean,21,5.7,10.5,7.4,64,8.3,8.8,Yes,8,Hit
146,Romance,34.4,5.9,Hindi,49,13.1,21.6,4.1,92,8.4,5.2,Yes,1,Flop
132,Drama,91.6,5.2,Korean,11,35.0,61.3,4.8,61,9.0,4.5,No,5,Flop
173,Comedy,236.5,4.7,Korean,96,90.3,479.3,9.1,22,5.2,9.4,Yes,2,Hit
147,Drama,222.6,5.4,English,86,85.0,211.9,4.3,50,7.6,5.9,Yes,6,Flop
90,Thriller,160.7,3.2,Hindi,57,61.4,122.3,9.2,64,5.4,6.2,No,9,Flop
105,Romance,217.7,7.3,Spanish,54,83.1,317.7,5.6,73,8.7,8.3,No,6,Hit
89,Romance,94.8,3.0,Spanish,63,36.2,191.3,7.8,66,4.2,9.3,No,4,Hit
155,Comedy,297.9,5.3,Korean,74,113.7,150.2,7.4,49,8.0,4.8,Yes,2,Flop
166,Comedy,11.0,8.9,French,49,4.2,15.5,4.7,89,4.2,8.3,No,2,Hit
178,Romance,252.0,7.9,English,80,96.2,612.8,8.8,47,7.9,6.2,Yes,3,Hit
130,Romance,97.8,4.4,French,31,37.3,36.4,9.1,85,8.9,4.8,No,9,Flop
98,Action,252.2,8.7,French,26,96.3,274.5,6.5,73,6.1,9.2,No,5,Hit
175,Romance,151.6,9.4,Hindi,85,57.9,101.2,4.0,18,8.2,5.4,No,6,Flop
98,Thriller,110.0,3.2,Korean,4,42.0,158.3,5.8,32,5.9,6.9,No,2,Flop
143,Drama,286.5,6.7,French,44,109.4,629.0,4.9,50,7.3,4.8,Yes,7,Hit
149,Action,166.8,6.3,Spanish,86,63.7,228.3,7.0,22,7.3,5.7,Yes,3,Hit
125,Action,48.5,4.3,Hindi,97,18.5,117.7,9.1,47,4.2,9.5,No,0,Hit
147,Comedy,10.6,3.4,French,84,4.0,7.1,5.1,19,9.4,7.3,Yes,1,Flop
162,Comedy,206.3,8.2,English,53,78.8,319.5,5.4,52,8.5,6.8,Yes,7,Hit
115,Drama,248.4,6.8,Korean,70,94.8,308.6,4.0,51,4.6,4.6,Yes,2,Flop
145,Action,207.4,3.1,Hindi,32,79.2,105.4,8.8,36,7.2,5.2,No,7,Flop
179,Romance,165.7,8.1,French,26,63.3,63.0,8.7,86,8.0,6.4,Yes,1,Flop
120,Comedy,31.2,6.2,Spanish,83,11.9,15.4,4.2,72,6.4,5.3,Yes,3,Flop
102,Action,87.4,5.8,Korean,18,33.4,49.2,8.7,86,5.2,9.1,Yes,8,Flop
168,Drama,138.6,6.6,English,69,52.9,311.2,5.8,24,7.9,8.2,Yes,8,Hit
165,Comedy,261.9,6.0,English,32,100.0,248.7,4.4,82,6.1,8.2,Yes,2,Flop
164,Drama,261.2,7.7,French,58,99.7,461.0,9.0,44,5.1,4.9,No,3,Hit
153,Comedy,299.2,7.4,Korean,3,114.2,232.6,9.3,70,5.4,6.2,No,6,Flop
120,Thriller,205.5,5.2,Hindi,6,78.5,134.8,8.8,78,7.9,7.1,No,2,Hit
107,Action,238.9,4.7,French,71,91.2,567.6,5.5,42,6.3,5.4,No,9,Flop
95,Thriller,90.7,9.0,English,30,34.6,130.3,7.7,35,9.2,6.1,No,8,Hit
113,Thriller,89.3,7.8,Hindi,99,34.1,154.9,8.7,84,5.5,7.3,No,4,Hit
146,Drama,114.3,9.0,Spanish,23,43.6,198.5,6.9,34,6.0,6.0,No,0,Flop
156,Comedy,273.4,8.5,Spanish,35,104.4,215.9,6.6,24,4.5,7.9,Yes,4,Flop
128,Thriller,290.8,7.1,Hindi,65,111.0,193.8,4.2,98,7.2,9.0,No,7,Flop
90,Action,57.2,6.2,Korean,17,21.8,123.6,9.2,66,7.9,4.6,No,7,Hit
131,Action,86.3,4.9,Spanish,87,32.9,45.7,5.4,60,5.4,6.5,Yes,0,Flop
156,Thriller,123.2,7.6,English,25,47.0,118.3,7.1,68,7.0,6.8,No,4,Flop
165,Romance,194.4,3.5,English,69,74.2,470.5,9.0,82,5.0,6.9,No,2,Hit
154,Romance,45.9,6.6,Korean,4,17.5,43.9,6.7,24,4.4,9.2,Yes,0,Flop
160,Thriller,264.2,6.5,Hindi,59,100.9,273.5,6.9,60,6.0,6.6,No,4,Flop
169,Romance,144.7,8.1,Hindi,62,55.2,168.8,7.1,13,5.2,7.4,Yes,6,Hit
176,Romance,72.4,8.8,French,5,27.6,97.9,7.1,99,6.1,9.1,No,3,Hit
159,Thriller,209.1,5.3,Spanish,55,79.8,162.2,4.0,29,4.3,5.2,Yes,0,Flop
101,Romance,270.1,8.5,English,63,103.1,453.3,6.3,82,8.3,9.2,No,8,Hit
91,Comedy,37.6,5.5,English,68,14.4,49.3,5.0,90,4.8,4.7,No,4,Flop
161,Romance,92.0,8.4,French,13,35.1,193.1,4.8,36,5.4,6.5,Yes,9,Flop
97,Action,106.1,6.3,Hindi,57,40.5,259.2,5.9,52,7.7,5.6,Yes,7,Hit
123,Romance,87.7,7.1,Spanish,40,33.5,161.2,4.2,39,8.9,9.4,No,3,Hit
90,Romance,72.0,5.9,Korean,52,27.5,68.8,4.9,70,4.3,4.7,Yes,8,Flop
98,Comedy,150.9,7.1,Korean,74,57.6,205.1,5.2,27,8.5,9.2,Yes,7,Hit
106,Comedy,104.8,7.2,Korean,86,40.0,39.8,7.3,20,8.6,4.4,No,7,Flop
119,Comedy,25.2,7.8,French,78,9.6,60.4,9.1,10,9.4,5.2,Yes,4,Hit
125,Romance,165.5,8.9,French,18,63.2,57.1,6.5,16,4.4,6.3,Yes,3,Flop
92,Romance,203.1,7.9,English,4,77.5,359.3,4.2,27,5.7,4.4,No,0,Flop
111,Romance,89.3,6.6,Spanish,14,34.1,128.2,5.3,67,9.3,7.4,No,1,Hit
126,Thriller,162.1,7.3,Spanish,50,61.9,386.8,6.8,89,4.6,5.2,No,3,Flop
86,Romance,37.4,7.8,Korean,88,14.3,91.7,6.4,63,7.0,7.0,No,8,Hit
166,Action,244.9,5.8,Korean,4,93.5,442.2,8.5,26,8.4,4.3,Yes,3,Hit
164,Drama,189.6,6.9,Korean,4,72.4,214.1,4.0,58,6.4,5.3,No,1,Flop
143,Thriller,221.3,8.4,Korean,73,84.5,206.2,8.5,87,5.9,5.6,No,8,Flop
129,Action,90.3,4.4,Spanish,40,34.5,58.8,6.1,20,8.2,7.2,Yes,2,Flop
140,Thriller,182.7,6.4,French,10,69.8,430.5,8.3,71,9.5,8.2,No,0,Hit
99,Thriller,104.1,8.8,Hindi,70,39.7,97.9,8.5,41,8.5,6.7,No,6,Flop
107,Action,78.9,5.9,English,88,30.1,43.4,7.1,74,7.1,8.8,No,0,Hit
125,Thriller,86.3,9.4,Hindi,55,32.9,199.5,6.7,39,6.0,6.1,Yes,9,Flop
160,Thriller,125.2,7.0,English,37,47.8,185.1,7.6,20,6.8,4.8,No,2,Hit
83,Drama,182.2,6.8,Hindi,70,69.6,149.1,7.6,37,7.3,5.6,Yes,2,Flop
80,Romance,262.7,7.6,Korean,34,100.3,262.0,6.2,68,7.7,8.1,Yes,7,Flop
126,Thriller,90.0,6.2,Spanish,60,34.4,55.2,6.7,98,8.6,8.0,Yes,1,Flop
137,Thriller,213.3,4.3,Korean,73,81.4,92.1,9.0,86,7.6,4.5,No,7,Flop
108,Comedy,262.1,7.6,Korean,68,100.1,384.3,7.4,60,7.4,7.1,No,2,Hit
100,Comedy,143.4,5.2,Hindi,75,54.7,275.2,7.2,12,6.8,6.6,Yes,9,Hit
143,Drama,22.7,8.5,Spanish,37,8.7,39.6,8.0,10,6.3,7.1,No,2,Hit
99,Action,251.5,9.0,Spanish,3,96.0,610.1,4.6,65,4.1,4.3,Yes,6,Flop
114,Thriller,58.5,3.8,French,65,22.3,91.6,9.5,36,4.0,7.5,Yes,0,Hit
140,Romance,29.6,4.6,Hindi,16,11.3,14.8,6.7,39,6.4,4.7,Yes,6,Flop
122,Comedy,275.2,7.2,Korean,9,105.1,564.8,8.9,90,9.4,7.8,Yes,4,Hit
165,Thriller,155.4,8.8,French,84,59.3,297.3,5.2,21,7.1,5.5,No,6,Hit
136,Thriller,188.3,7.4,Korean,15,71.9,344.5,4.9,12,8.9,9.0,No,4,Hit
176,Romance,54.0,9.2,Spanish,70,20.6,16.8,7.7,26,5.2,7.6,Yes,0,Flop
118,Drama,231.6,8.8,French,35,88.4,255.2,7.2,90,8.9,4.1,Yes,5,Hit
142,Thriller,295.1,7.3,French,78,112.7,139.2,9.5,65,8.5,6.2,Yes,9,Flop
161,Romance,105.0,7.2,French,25,40.1,114.1,5.0,23,5.0,5.7,No,7,Flop
168,Drama,204.3,7.1,Spanish,45,78.0,238.0,5.7,58,5.8,5.2,Yes,9,Flop
90,Comedy,122.6,6.2,English,80,46.8,267.5,8.5,98,8.4,4.2,Yes,9,Hit
104,Romance,203.2,6.6,French,63,77.6,190.1,4.3,12,4.3,6.2,No,8,Flop
89,Comedy,79.5,8.7,French,81,30.4,28.6,7.6,92,7.4,7.5,No,5,Hit
82,Action,90.5,7.4,Hindi,62,34.6,200.9,6.7,69,6.3,8.1,No,9,Hit
142,Action,214.6,9.2,Korean,19,81.9,75.1,4.6,44,7.8,7.6,No,9,Flop
164,Thriller,286.2,3.6,Spanish,63,109.3,92.4,5.8,70,8.5,6.1,Yes,1,Flop
81,Drama,191.6,6.2,English,5,73.1,132.2,6.9,43,8.0,8.9,Yes,0,Flop
173,Drama,88.7,4.1,French,68,33.9,108.9,7.8,24,9.3,7.7,Yes,3,Hit
116,Drama,38.2,9.5,French,65,14.6,91.5,7.7,87,5.1,5.3,No,9,Hit
167,Action,286.6,7.0,English,46,109.4,553.6,8.1,74,9.0,6.1,Yes,7,Hit
153,Romance,287.2,7.9,French,16,109.6,640.5,4.9,52,4.5,7.4,Yes,5,Hit
147,Thriller,254.1,8.3,English,28,97.0,595.3,6.9,77,9.4,9.1,Yes,8,Hit
131,Romance,297.9,4.0,French,35,113.7,169.2,6.4,92,9.5,6.0,Yes,8,Flop
128,Drama,33.9,5.8,Spanish,70,12.9,54.1,7.5,66,7.1,7.0,Yes,4,Hit
157,Romance,90.6,5.2,Korean,22,34.6,168.4,7.6,55,9.0,9.1,Yes,1,Hit
120,Romance,118.2,7.5,French,67,45.1,267.2,6.6,69,5.2,5.4,No,9,Flop
171,Romance,170.7,7.2,French,72,65.2,332.1,9.5,42,7.4,8.9,Yes,4,Hit
119,Romance,175.8,7.5,English,1,67.1,97.0,6.7,76,8.1,5.5,No,1,Flop
101,Drama,16.8,5.2,French,87,6.4,35.6,5.1,19,4.7,6.4,No,4,Flop
129,Action,55.7,6.8,English,3,21.3,17.2,5.5,47,5.3,7.6,Yes,3,Flop
115,Action,55.3,7.2,Hindi,53,21.1,136.0,7.7,76,4.1,8.4,No,4,Hit
139,Romance,38.1,5.9,Spanish,15,14.5,56.9,7.4,88,8.1,7.9,No,8,Hit
119,Thriller,163.1,4.4,Korean,37,62.3,392.6,7.5,62,7.1,7.2,Yes,5,Hit
140,Action,115.2,3.2,Hindi,87,44.0,89.1,7.9,90,4.6,4.6,Yes,0,Flop
168,Thriller,134.2,7.4,Spanish,14,51.2,261.4,4.8,17,5.9,8.9,No,8,Hit
168,Action,272.2,8.4,Hindi,15,103.9,614.8,8.0,32,5.5,6.3,Yes,3,Hit
83,Comedy,106.8,8.3,French,11,40.8,74.0,8.2,11,4.2,9.3,No,5,Flop
140,Romance,83.0,8.3,French,81,31.7,73.4,8.9,85,8.2,8.5,No,1,Hit
174,Romance,239.6,4.6,French,64,91.5,502.1,6.5,52,5.9,4.6,Yes,3,Flop
120,Action,48.2,7.0,English,94,18.4,45.8,6.1,42,6.4,8.4,Yes,7,Flop
159,Comedy,99.0,7.4,Korean,63,37.8,106.7,5.6,97,4.1,9.2,No,9,Hit
113,Thriller,163.8,5.4,Korean,58,62.5,378.1,7.5,92,9.2,7.6,No,2,Hit
88,Drama,190.0,9.5,English,36,72.5,74.3,7.4,29,8.8,6.9,No,7,Flop
160,Drama,208.3,7.2,French,40,79.5,344.6,9.3,64,6.2,4.7,Yes,8,Hit
111,Thriller,88.5,8.2,English,49,33.8,69.0,7.1,13,9.3,8.7,No,8,Hit
142,Romance,287.8,4.8,Korean,96,109.9,717.4,5.7,31,5.3,6.5,No,4,Flop
94,Comedy,262.2,9.2,Hindi,81,100.1,150.0,8.8,62,8.4,8.9,Yes,0,Hit
177,Comedy,23.5,7.9,Spanish,71,9.0,33.9,8.6,13,5.3,7.0,No,4,Hit
101,Drama,218.5,9.4,Spanish,8,83.4,492.1,5.3,39,9.0,5.3,Yes,2,Hit
156,Thriller,93.0,9.1,Hindi,37,35.5,141.2,5.9,81,6.5,7.3,No,2,Hit
126,Drama,155.1,6.2,English,94,59.2,190.8,6.0,27,8.5,8.6,Yes,2,Hit
166,Comedy,219.5,6.7,Spanish,22,83.8,495.8,7.0,91,8.8,9.2,Yes,2,Hit
162,Thriller,70.8,7.4,Spanish,19,27.0,33.1,8.5,48,4.3,7.2,Yes,8,Flop
140,Romance,52.5,8.5,Korean,12,20.0,70.0,5.6,76,5.8,4.9,No,2,Flop
154,Thriller,242.4,3.4,Spanish,20,92.5,600.3,5.4,87,6.4,6.2,Yes,0,Flop
159,Action,172.2,4.8,Spanish,46,65.7,79.9,5.4,13,4.8,6.9,No,3,Flop
146,Drama,91.3,8.4,Spanish,65,34.9,139.3,6.1,60,9.1,9.5,Yes,2,Hit
144,Comedy,166.0,6.1,English,42,63.4,241.4,7.1,10,7.1,5.0,Yes,7,Hit
155,Thriller,17.3,6.6,Hindi,65,6.6,34.8,4.6,35,6.7,8.7,No,0,Hit
109,Action,235.9,6.5,English,64,90.1,341.4,9.2,72,4.1,5.9,No,8,Hit
129,Drama,134.5,4.4,French,73,51.4,246.2,7.8,69,6.3,6.6,No,9,Hit
96,Drama,78.5,4.0,French,75,30.0,41.1,4.4,30,5.3,7.8,No,1,Flop
130,Drama,88.6,4.3,Korean,23,33.8,38.6,8.4,12,5.0,8.6,No,0,Flop
81,Action,273.3,6.1,English,18,104.3,225.7,6.3,74,6.7,6.5,No,8,Flop
98,Drama,202.7,6.2,Korean,90,77.4,503.4,9.1,55,8.6,6.8,Yes,7,Hit
178,Comedy,205.8,4.1,Hindi,78,78.6,123.7,7.9,53,4.9,6.1,Yes,6,Flop
147,Drama,96.7,7.8,French,70,36.9,167.8,6.8,97,9.2,6.3,No,0,Hit
92,Thriller,77.0,9.1,English,41,29.4,45.9,5.9,71,8.8,7.6,No,3,Flop
90,Thriller,100.7,4.0,Korean,99,38.4,173.3,5.7,98,8.4,7.1,Yes,0,Hit
109,Comedy,278.9,6.5,Spanish,71,106.5,379.4,8.4,53,7.0,7.6,Yes,6,Hit
97,Comedy,132.7,4.8,Korean,93,50.7,271.1,9.0,22,6.7,8.6,Yes,1,Hit
105,Drama,70.9,5.3,English,33,27.1,121.7,6.9,16,6.4,5.6,Yes,3,Flop
162,Drama,17.9,7.7,Spanish,42,6.8,21.1,7.1,63,8.0,4.4,Yes,1,Hit
127,Romance,41.4,4.0,Korean,76,15.8,84.3,6.5,94,9.0,7.2,No,4,Hit
130,Comedy,233.0,3.9,Hindi,6,89.0,267.3,4.4,46,4.7,7.6,No,1,Hit
134,Thriller,167.3,6.3,French,93,63.9,180.9,9.4,88,4.1,6.1,Yes,7,Hit
152,Romance,243.4,6.6,French,13,92.9,583.6,5.8,17,7.7,8.0,No,3,Hit
152,Comedy,281.3,4.5,French,70,107.4,93.3,6.3,69,6.6,7.0,No,1,Flop
167,Comedy,249.7,4.2,French,89,95.3,164.7,5.2,94,7.0,9.1,No,5,Flop
106,Comedy,170.3,7.2,French,76,65.0,137.5,4.0,28,8.9,6.1,Yes,9,Flop
102,Action,294.2,9.2,Korean,63,112.3,722.1,4.2,50,7.3,7.8,No,5,Hit
162,Drama,100.9,8.8,French,7,38.5,142.4,8.9,45,5.6,4.6,Yes,7,Hit
176,Drama,125.9,7.8,French,27,48.1,43.3,7.3,82,5.2,5.7,Yes,7,Flop
150,Thriller,215.3,8.6,Spanish,81,82.2,138.5,4.3,56,6.0,6.1,No,5,Flop
155,Thriller,201.4,5.8,French,48,76.9,443.1,4.2,23,6.1,5.6,No,5,Flop
99,Comedy,192.6,6.0,English,18,73.5,101.3,8.7,75,7.4,4.2,No,1,Flop
101,Comedy,86.5,5.6,French,20,33.0,43.6,7.3,95,6.3,8.0,Yes,1,Flop
99,Thriller,268.2,4.5,Spanish,43,102.4,203.1,9.4,89,7.5,6.1,Yes,3,Flop
81,Thriller,177.2,9.5,Hindi,77,67.7,387.8,8.0,67,4.2,4.2,No,0,Hit
98,Romance,14.4,3.4,Korean,35,5.5,15.3,4.5,28,6.6,5.1,No,5,Hit
156,Romance,279.4,8.1,English,64,106.7,403.1,4.5,99,4.1,7.9,Yes,8,Hit
93,Drama,188.9,3.8,Korean,65,72.1,270.2,4.6,87,6.9,7.7,No,3,Hit
137,Thriller,277.1,4.1,French,69,105.8,470.9,7.8,17,6.4,9.0,Yes,3,Hit
162,Drama,124.1,3.1,Hindi,70,47.4,230.3,8.5,21,4.5,4.0,Yes,5,Hit
178,Thriller,162.6,4.8,Korean,54,62.1,404.7,9.1,21,5.2,8.3,Yes,5,Hit
164,Romance,242.6,8.5,Hindi,61,92.6,390.3,5.5,50,5.6,8.0,Yes,5,Hit
122,Comedy,7.5,7.1,English,64,2.9,4.5,5.4,42,6.4,4.7,Yes,0,Flop
133,Thriller,258.5,4.9,Spanish,87,98.7,199.9,8.7,53,6.4,9.2,Yes,9,Flop
154,Action,259.2,5.8,Hindi,97,99.0,305.0,6.0,80,4.6,4.3,No,1,Flop
131,Romance,103.4,4.9,Hindi,19,39.5,187.5,5.0,70,5.9,4.3,Yes,2,Flop
137,Romance,143.3,5.2,English,38,54.7,223.1,8.6,60,7.3,5.9,No,2,Hit
151,Comedy,259.8,8.5,Spanish,61,99.2,82.0,8.1,35,8.4,9.1,No,8,Hit
133,Romance,13.6,5.7,English,65,5.2,32.6,6.6,48,4.8,6.0,No,4,Flop
155,Action,244.1,8.1,Hindi,99,93.2,178.8,5.1,26,4.7,7.2,No,1,Flop
122,Romance,289.4,4.2,Korean,41,110.5,196.3,7.8,82,7.2,4.4,Yes,1,Flop
95,Drama,246.1,3.1,English,50,94.0,297.1,4.2,85,8.7,6.1,Yes,9,Hit
116,Romance,259.7,4.1,Hindi,91,99.1,324.3,8.4,94,8.0,5.1,Yes,3,Hit
136,Thriller,18.0,4.8,English,92,6.9,44.1,7.3,61,4.5,6.0,Yes,8,Hit
158,Comedy,220.5,8.9,Korean,51,84.2,506.8,4.2,42,5.8,5.5,No,8,Flop
110,Comedy,264.8,3.4,French,87,101.1,123.9,5.1,58,6.2,6.1,No,6,Flop
126,Drama,180.0,5.4,Korean,96,68.7,132.4,9.4,56,7.4,4.7,Yes,1,Flop
102,Drama,270.9,5.7,Korean,41,103.4,516.3,6.4,95,8.1,6.6,No,5,Hit
179,Drama,24.1,9.4,Spanish,91,9.2,43.0,5.2,57,7.9,6.8,No,1,Hit
108,Action,28.4,8.8,English,26,10.8,12.7,9.5,42,9.4,6.3,No,8,Flop
113,Comedy,244.9,7.3,French,38,93.5,308.3,8.3,31,5.1,8.2,Yes,4,Hit
120,Drama,246.6,6.2,English,50,94.1,473.8,4.2,54,9.0,7.4,No,5,Hit
139,Comedy,273.2,7.0,Korean,73,104.3,160.9,7.7,80,7.7,7.2,No,8,Hit
156,Romance,120.6,4.3,Korean,38,46.0,99.2,6.7,20,8.8,8.4,No,5,Flop
80,Action,119.0,6.7,French,77,45.4,266.1,6.4,16,6.3,7.4,No,4,Hit
116,Drama,224.2,7.5,English,15,85.6,377.1,9.3,33,6.7,8.2,Yes,1,Hit
164,Comedy,207.1,4.6,French,54,79.1,196.7,4.9,59,4.8,5.1,No,2,Flop
141,Drama,275.7,6.2,French,98,105.3,656.3,4.9,51,5.3,7.2,Yes,9,Hit
96,Drama,177.4,4.2,Hindi,74,67.7,229.3,7.6,13,8.3,5.1,Yes,4,Hit
155,Comedy,254.1,7.6,English,33,97.0,568.9,4.5,67,8.8,6.2,Yes,3,Hit
80,Action,184.3,8.5,Korean,86,70.4,171.4,7.2,10,8.3,6.8,No,6,Flop
93,Thriller,297.8,9.2,Korean,57,113.7,517.1,5.5,12,5.4,6.7,Yes,7,Flop
147,Drama,53.4,6.1,Hindi,48,20.4,106.2,8.4,99,5.8,8.6,No,1,Hit
151,Thriller,242.7,3.9,Spanish,93,92.7,131.4,9.5,48,6.5,4.5,Yes,4,Flop
85,Action,228.7,7.6,English,32,87.3,460.8,8.0,66,6.6,8.8,Yes,8,Hit
105,Romance,235.2,8.5,Spanish,21,89.8,195.4,4.0,79,4.5,5.3,No,2,Flop
167,Comedy,167.8,7.3,French,17,64.1,303.6,4.6,62,4.8,5.1,Yes,3,Flop
164,Romance,219.0,9.0,Korean,63,83.6,346.7,5.0,64,5.1,6.2,No,1,Flop
141,Action,41.7,5.1,English,58,15.9,70.9,8.7,58,8.6,4.5,Yes,9,Hit
136,Thriller,222.2,9.1,English,6,84.8,366.2,8.5,97,7.7,8.8,Yes,2,Hit
133,Thriller,148.9,6.2,Hindi,76,56.8,244.3,7.6,37,5.2,9.1,No,7,Hit
148,Comedy,217.1,4.4,Hindi,56,82.9,380.4,8.0,47,7.9,4.4,No,5,Hit
134,Action,79.3,4.9,English,69,30.3,190.0,4.6,69,6.9,9.0,No,4,Hit
147,Thriller,196.6,7.9,Korean,45,75.1,108.8,4.1,92,4.4,5.2,No,1,Flop
152,Action,142.4,3.9,Hindi,35,54.4,136.1,8.8,51,6.9,7.8,Yes,1,Hit
